geolocation_city,geolocation_state,jumlah_customer,geolocation_lat,geolocation_lng
malhador,SE,1,-10.658574370171172,-37.30730703260873
mairipotaba,GO,1,-17.297301426609756,-49.492303397075744
mar vermelho,AL,1,-9.451208581887236,-36.387711825813625
maquine,RS,1,-29.657982816170207,-50.210125920847354
mansidao,BA,1,-10.719509150237368,-44.034708491994536
lucena,PB,1,-6.932743709596139,-34.864933626529265
loreto,MA,1,-7.087963525171027,-45.13612710992875
livramento,PB,1,-7.378040273869977,-36.944452261478524
santa cruz do piaui,PI,1,-7.181333838873075,-41.7653746080134
santa clara doeste,SP,1,-20.092526859081097,-50.92708150606047
lutecia,SP,1,-22.339451604392778,-50.392418293507006
luis correia,PI,1,-2.88559212354207,-41.652642231169615
machados,PE,1,-7.68635723406433,-35.51526769658776
machadinho,RS,1,-27.567860111684137,-51.668006307550215
macaubal,SP,1,-20.80439845928851,-49.96359837466846
macambira,SE,1,-10.665217872914651,-37.542187247143936
maiquinique,BA,1,-15.62552359210591,-40.26376458018532
magalhaes de almeida,MA,1,-3.3949528767013546,-42.2053222182116
mae dagua,PB,1,-7.244857649640924,-37.41807066724696
madalena,CE,1,-4.842097370780366,-39.56462337909636
macuco de minas,MG,1,-21.062990905913566,-44.6335216202426
lajeado,TO,1,-28.134108607160783,-51.751932339815305
laje do muriae,RJ,1,-21.2108929815207,-42.1185407791096
lagoinha do piaui,PI,1,-5.83736152435818,-42.6280274290776
santa filomena,PE,1,-8.65154914983005,-43.29078242210884
santa fe de minas,MG,1,-16.945433238326146,-45.32339298714918
santa cruz do timbo,SC,1,-26.52900554582622,-50.34219683322825
leoberto leal,SC,1,-27.508298192526862,-49.289790233969136
lencois,BA,1,-12.549771376744802,-41.384177801870244
lebon regis,SC,1,-26.933799051306796,-50.690183539498875
lavrinhas,SP,1,-22.560121483523087,-44.918835172991606
lindolfo collor,RS,1,-29.597265377771162,-51.209442776110954
lindoia do sul,SC,1,-27.048556328531877,-52.08297158236855
lidice,RJ,1,-22.829787268544855,-44.196809147471676
liberato salzano,RS,1,-27.60021804678033,-53.07488226167071
leopolis,PR,1,-23.079269903595492,-50.75015201417223
leopoldo de bulhoes,GO,1,-16.619398610966368,-48.7517449118924
lagoa dos tres cantos,RS,1,-28.56831640537261,-52.8534827272249
lagoa dos patos,MG,1,-16.985899346747413,-44.589809914457916
lagoa do piaui,PI,1,-5.409658556365997,-42.64681246377987
santa maria,RN,1,-27.682499882588775,-52.0397968429981
santa maria,RJ,1,-27.682499882588775,-52.0397968429981
santa luzia do parua,MA,1,-2.545479009345607,-45.775243833212755
santa luzia do norte,AL,1,-9.601084296363338,-35.823857108129
santa lucia,PR,1,-23.54618734956943,-50.82547400960627
santa leopoldina,ES,1,-20.100361493805377,-40.53208940796703
santa isabel do rio preto,RJ,1,-22.228423218563268,-44.06655708806323
laranjal,PR,1,-23.126283769180546,-47.476629039171385
laranjal,MG,1,-23.126283769180546,-47.476629039171385
laranja da terra,ES,1,-19.8591553150289,-41.08454176880299
lamim,MG,1,-20.7880292437573,-43.47340340801194
lamarao,BA,1,-11.795649902432892,-38.88365094145973
lajeado grande,SC,1,-26.85762444633593,-52.56748084406709
juripiranga,PB,1,-7.373340132679288,-35.23853209938073
santa rita,MA,1,-6.470100681662074,-36.52849705080478
santa quiteria do maranhao,MA,1,-3.4857516742191215,-42.58617862223904
santa maria do salto,MG,1,-16.25095463688231,-40.14959666472865
santa maria do herval,RS,1,-29.494150859331633,-50.97731187385151
lagoa do mato,CE,1,-5.144117727029553,-41.29688145220806
lagoa de velhos,RN,1,-6.000320081801697,-35.869540046256034
lagoa de sao francisco,PI,1,-4.392026961078054,-41.59335864969289
lagoa danta,RN,1,-6.390625125871321,-35.59786898939086
lagoa da canoa,AL,1,-9.827487317738328,-36.7417918595071
lagoa,PB,1,-6.5904930396973835,-37.91558188547208
lago verde,MA,1,-4.041771813184939,-44.93624756781053
lagoao,RS,1,-29.22607242963758,-52.77555969880768
lagoa santa,GO,1,-19.409756956178533,-47.64931705083832
lagoa salgada,RN,1,-6.122106000000002,-35.475278930623794
lagoa real,BA,1,-14.036242095465619,-42.141503947059995
joaima,MG,1,-16.66919901915369,-41.025485685035314
jiquirica,BA,1,-13.25683774423046,-39.571749613751855
santa salete,SP,1,-20.245550338689522,-50.69013593805437
santa rosa do sul,SC,1,-29.136415039886842,-49.71729861550307
santa rita do itueto,MG,1,-19.360651145284034,-41.38374849184643
santa rita de jacutinga,MG,1,-22.149054319383264,-44.094119233185026
santa rita da floresta,RJ,1,-15.632864242164501,-43.072635886699686
joselandia,MA,1,-4.981589066943498,-44.6994777972306
jose da penha,RN,1,-6.318504058090043,-38.28506234932829
jose boiteux,SC,1,-26.95440887163616,-49.62913949985476
joaquim pires,PI,1,-3.505859167072549,-42.178031059879274
jucas,CE,1,-6.522041472264161,-39.524344660950156
jussiape,BA,1,-13.514781739067578,-41.59315952462811
jussara,PR,1,-16.841906433862697,-48.43357523166059
juruti,PA,1,-2.159039051529266,-56.08520031207944
juru,PB,1,-7.5370001945181935,-37.818491479962844
japaraiba,MG,1,-20.140374169496198,-45.50625738939019
janduis,RN,1,-6.0178115229838305,-37.407124140326125
santana de pirapama,MG,1,-19.1335158187054,-44.11198717407156
santa terezinha,SC,1,-14.415202431765952,-44.48722691356397
santa terezinha,PE,1,-14.415202431765952,-44.48722691356397
jatoba,MA,1,-7.498994188518638,-41.24028994075943
jataizinho,PR,1,-23.25723466803322,-50.970857891185155
jardim olinda,PR,1,-22.55257661345575,-52.037545966940456
jardim de piranhas,RN,1,-6.379302647549049,-37.34972885146611
jardim abc de goias,GO,1,-21.46782908813674,-56.171869203037616
jeriquara,SP,1,-20.30830740964237,-47.59088430465742
jerico,PB,1,-6.553129279184607,-37.8057202178639
jequeri,MG,1,-20.457497164435612,-42.660050901275355
jenipapo de minas,MG,1,-17.09007626642221,-42.25089176360698
jaupaci,GO,1,-16.18353920367387,-50.95324986097566
joao dourado,BA,1,-11.347191540856294,-41.66100100991128
jandaira,RN,1,-8.460331052309536,-36.95418200187258
jandaira,BA,1,-8.460331052309536,-36.95418200187258
jandaia,GO,1,-17.079845152602317,-50.16028755276675
jampruca,MG,1,-18.47792820199582,-41.78336364970252
jamapara,RJ,1,-22.20967741639542,-42.79476652613331
jamaica,SP,1,-24.228585747957283,-46.883412703037685
jaguaribara,CE,1,-5.455589582541656,-38.46247635948483
santana do sobrado,BA,1,-2.5581064373865994,-35.15902752271931
santana do itarare,PR,1,-23.75543197589036,-49.62778509649632
santana do ipanema,AL,1,-9.373149147436541,-37.24630827396773
santana do deserto,MG,1,-21.950323027583693,-43.16676350069787
santana do capivari,MG,1,-22.248038523732454,-44.93489776223904
jaquirana,RS,1,-28.883974422816035,-50.35783289190218
japoata,SE,1,-10.349228947808689,-36.80432913245064
japi,RN,1,-6.466574062489451,-35.94618002002062
japaratuba,SE,1,-10.591401022142428,-36.94273691848698
itiquira,MT,1,-17.20584411495066,-54.14593314010621
itaueira,PI,1,-7.600380663829013,-43.02652262908984
santo antonio de goias,GO,1,-16.49353235933702,-49.31198388462125
santo antonio,RN,1,-6.312023779444396,-35.48054643351865
santo andre,PB,1,-23.40521689571674,-46.3504213847476
santo amaro das brotas,SE,1,-10.787406982793302,-37.05256509979146
ivora,RS,1,-29.520498712729548,-53.5778998785527
itutinga,MG,1,-21.297685556078413,-44.657642494807234
itupiranga,PA,1,-5.135283145567654,-49.356353172885186
jacareacanga,PA,1,-6.222311870391277,-57.75944387571974
jacarau,PB,1,-6.61327368258457,-35.29173111290215
jaboticatubas,MG,1,-19.50166679561941,-43.76724693633195
jaguaracu,MG,1,-19.629369288110347,-42.74405406223332
jaguapita,PR,1,-23.11344954140404,-51.533135389351266
jacutinga,RS,1,-25.008551398836254,-49.57421802071232
jacuizinho,RS,1,-29.03585279015905,-53.041768974762675
itaoca,SP,1,-22.682966085086914,-44.98643989868142
itanhem,BA,1,-17.153107268963442,-40.33242118872314
itanhanga,MT,1,-12.230122745140665,-56.6483329182714
itambe,PR,1,-15.43796406197822,-42.5765369545732
santo antonio do leverger,MT,1,-15.903546339002347,-56.034917525987744
santo antonio do leste,MT,1,-14.80017307791715,-53.611985646481685
santo antonio do canaa,ES,1,2.8545299564090527,-70.31520024946744
santo antonio do caiua,PR,1,-22.73909644362374,-52.34601892264982
santo antonio do aventureiro,MG,1,-21.35522180910734,-43.03374971466126
santo antonio do aracangua,SP,1,-21.078032500350165,-50.241934895118085
itape,BA,1,-14.895676991964441,-39.42531918821103
itaparica,BA,1,-12.898324480246515,-38.66868381743051
itaporanga dajuda,SE,1,-11.021379321312708,-37.324067404588725
itapiuna,CE,1,-4.561920902281472,-38.9208509076592
itatiba do sul,RS,1,-27.38373094718698,-52.45613166957615
itarema,CE,1,-2.9317494177419348,-39.90751859461361
itacoatiara,AM,1,-3.1364772256441893,-58.43824564822251
itabirinha,MG,1,-18.565779951585817,-41.23564099878552
santo inacio,PR,1,-22.69356461962243,-51.78896214075949
santo hipolito,MG,1,-18.29686427547553,-44.22117018630988
santo expedito do sul,RS,1,-27.930038590396002,-51.65968008202175
santo expedito,SP,1,-21.85186391776178,-51.394558865949115
santo antonio dos campos,MG,1,-20.100346281135103,-44.97276022033627
santo antonio do taua,PA,1,-1.1451505343640027,-48.127608860891314
santo antonio do rio abaixo,MG,1,-19.22842042560834,-43.25321053389983
santo antonio do planalto,RS,1,-28.39874870582446,-52.69285295823438
itaicaba,CE,1,-4.686481431712241,-37.83091907935628
itaguari,GO,1,-15.920650920587102,-49.60473019195852
itaguara,MG,1,-20.37485631472084,-44.45620838893164
itaguacu da bahia,BA,1,-11.009287926007138,-42.398968396755905
itagimirim,BA,1,-16.088461861107803,-39.614366066579244
itaju do colonia,BA,1,-15.150717043705992,-39.68290974393466
ipecaeta,BA,1,-12.311407125375581,-39.30950897255724
ipaumirim,CE,1,-6.790161423693346,-38.71890820584663
sao bras,AL,1,-10.126440337605306,-36.898839497412084
sao bonifacio,SC,1,-27.895615849893577,-48.93100079426772
sao bernardino,SC,1,-26.47325807037375,-52.96469591075601
sao bento abade,MG,1,-21.584694919516924,-45.071542777131924
sao bentinho,PB,1,-6.891252231974976,-37.725352992323664
sao benedito do sul,PE,1,-8.806332139929227,-35.91166911816631
sao benedito do rio preto,MA,1,-3.3312850498501794,-43.52926992421663
ipupiara,BA,1,-11.819679206712275,-42.615964859907514
ipueira,RN,1,-6.815904085880835,-37.19881332377273
itaara,RS,1,-29.5968016501597,-53.76801100248575
isaias coelho,PI,1,-7.738536137932019,-41.67869040245638
iretama,PR,1,-24.40993758440824,-52.10075796373303
irape,SP,1,-23.05780264486127,-49.73239519309951
itacurussa,RJ,1,-22.875964115125615,-43.83793867127654
inga,PB,1,-7.290068210889992,-35.606067849889854
indiaroba,SE,1,-11.522596449776403,-37.50900137028286
independencia,CE,1,-17.752256359806363,-46.18039351388139
sao domingos do araguaia,PA,1,-5.545977538844235,-48.72407731874157
sao domingos,PE,1,-16.948164969816464,-43.63536524920361
sao domingos,MG,1,-16.948164969816464,-43.63536524920361
sao desiderio,BA,1,-12.400573739228395,-45.016581654847485
sao cristovao do sul,SC,1,-27.2401232242008,-50.44060575687204
sao carlos do ivai,PR,1,-23.316737345865434,-52.47715030617736
iomere,SC,1,-27.00190811571919,-51.24030088969536
inocencia,MS,1,-19.74093790490921,-51.92984405697555
inhuma,PI,1,-6.666772166285078,-41.70839353165396
ingai,MG,1,-21.40247034075929,-44.92081235917165
ipiranga do sul,RS,1,-27.936725922298304,-52.42664404208648
ipiranga do norte,MT,1,-12.209356507067444,-56.139264782373736
ipiranga de goias,GO,1,-15.1730986160153,-49.67208721976931
icatu,MA,1,-2.775034274041348,-44.05948689662217
icaraima,PR,1,-23.39316294263535,-53.61950269661658
sao francisco,PB,1,-13.324046184292106,-42.63456680864782
sao fernando,RN,1,-6.377383776920043,-37.18624897387134
sao felix do coribe,BA,1,-13.403164233375415,-44.19472127578593
sao felix do araguaia,MT,1,-11.609239495740091,-50.81710150700641
sao felix de minas,MG,1,-18.59101354127925,-41.48801746924841
sao felix,BA,1,-12.606968335371109,-38.969289364592754
sao domingos do sul,RS,1,-28.539455616164148,-51.87743619825896
iguatu,PR,1,-8.402986302973224,-40.833569069397704
iguaracu,PR,1,-23.2009320730757,-51.829492726307095
igrapiuna,BA,1,-13.822787464806243,-39.14218825449215
igaratinga,MG,1,-19.95489936249545,-44.70769798991146
ilicinea,MG,1,-20.940577532886604,-45.82723735222764
ilha grande,PI,1,-12.924289290268161,-42.80435850820342
ilha dos valadares,PR,1,42.18400274298598,-8.723762147513938
ibipeba,BA,1,-11.615597324539957,-42.05524258283478
ibicuitinga,CE,1,-4.968975917103503,-38.63460467283003
ibiara,PB,1,-7.503534731556231,-38.40753533783616
sao geraldo do baguari,MG,1,-20.074379775574123,-42.82067382028981
sao geraldo da piedade,MG,1,-19.161633524255002,-42.504298516031795
sao francisco do gloria,MG,1,-20.784948450006574,-42.498123195396545
sao francisco do brejao,MA,1,-5.125625029862735,-47.3855129108041
ibitiuva,SP,1,-19.886870655426726,-47.01635693205662
ibitita,BA,1,-11.543743190919164,-41.9756783146835
ibitira,BA,1,-16.83159172120005,-43.588506112053594
ibitiara,BA,1,-12.620603869118954,-42.23648302399432
ibirapua,BA,1,-17.686704049320333,-40.10830512640589
ibiraja,BA,1,-17.17175475870765,-40.25369276291474
igarape-miri,PA,1,-1.9798988374210003,-48.959710972774644
igarape-acu,PA,1,-1.1279582637701353,-47.61973920741049
igapora,BA,1,-13.775638024760488,-42.71408353477745
guassusse,CE,1,-6.245078288454222,-38.91514533294594
sao joao da parauna,GO,1,-16.81907336616139,-50.40796955487757
sao joao batista,MA,1,-15.122384038602613,-46.83173263879726
sao joao,PE,1,-17.350785548731935,-44.54784849214609
sao goncalo do rio das pedras,MG,1,-18.41947377280205,-43.49541874314224
humberto de campos,MA,1,-2.6262256796164127,-43.483555877271336
hulha negra,RS,1,-31.401705514245453,-53.87636237472542
hidrolandia,GO,1,-10.68569126967189,-44.81642890756979
herveiras,RS,1,-29.455769003570744,-52.64869035735666
ibiajara,BA,1,13.001420173555276,-23.583939075194326
ibertioga,MG,1,-21.433481249136186,-43.96320596072962
ibema,PR,1,-25.11697346722494,-53.01516267584668
ibarama,RS,1,-29.42229433913953,-53.12734721645147
iaras,SP,1,-22.871975474331105,-49.15636520455567
ibiracu,ES,1,-19.8315934465165,-40.37012574335158
ibiracatu,MG,1,-15.658948927022415,-44.15802205204321
guairaca,PR,1,-22.938666076014126,-52.68734913823053
sao joao do paraiso,MA,1,-14.687597678719975,-44.72538237614476
sao joao do itaperiu,SC,1,-26.60213988144281,-48.790260924709244
sao joao de petropolis,ES,1,-19.879860634382204,-40.626739587261234
sao joao da urtiga,RS,1,-27.932156161032005,-52.08508288336865
sao joao da ponte,MG,1,-15.933809901772333,-44.00241608987296
guaraciaba,SC,1,-23.58540100829538,-48.26544920322964
guara,DF,1,-18.123895058865443,-47.90994226737207
guaraquecaba,PR,1,-25.29716208409316,-48.324484470429816
guarapua,SP,1,-22.250351684575868,-48.38464116202757
heliopolis,BA,1,-10.678041392087644,-38.2827742057925
guzolandia,SP,1,-20.648744141754808,-50.65988903151416
guiricema,MG,1,-21.00463525274551,-42.72034572426051
guimaraes,MA,1,-2.1312850313634097,-44.61132294153788
guia lopes da laguna,MS,1,-21.465810035141246,-56.100716453723635
guatapara,SP,1,-21.49647901357738,-48.030235561553184
goncalves dias,MA,1,-5.155080975711676,-44.2998806578677
sao jorge do ivai,PR,1,-23.434254875144813,-52.292262199243936
sao jorge,RS,1,-28.502204381495208,-51.70498151933312
sao joaquim do monte,PE,1,-8.434448652367916,-35.81065877344816
sao joao do sobrado,ES,1,-18.32097783533344,-40.40572143357216
sao joao do sabugi,RN,1,-6.716532481550868,-37.20194350410655
sao joao do paraiso,RJ,1,-14.687597678719975,-44.72538237614476
guabiju,RS,1,-28.542458167831455,-51.691383578716206
grupiara,MG,1,-18.497290375148705,-47.722931665761166
groairas,CE,1,-3.916800670844612,-40.38577720902622
gramado xavier,RS,1,-29.26947082814445,-52.57834116709621
gramado dos loureiros,RS,1,-27.441895840657565,-52.91480070999014
guapirama,PR,1,-23.51568493781539,-50.04347664703914
guape,MG,1,-20.761896064993767,-45.92560939533259
guamiranga,PR,1,-25.190694754814267,-50.80936362188927
guaiuba,CE,1,-4.044251951370843,-38.64285520147742
gloria de dourados,MS,1,-22.41768630779438,-54.229973123351876
gloria,BA,1,-9.391935087442565,-38.23973384971056
girau do ponciano,AL,1,-9.884218075749796,-36.82478093494157
gilbues,PI,1,-9.831010545327752,-45.339144412421106
gentio do ouro,BA,1,-11.430397447067516,-42.505532819090526
general maynard,SE,1,-10.685271419019744,-36.98595499961593
general camara,RS,1,-29.907748233916898,-51.77219644575039
sao jose da tapera,AL,1,-9.559173826522185,-37.382001566455756
sao jose da boa vista,PR,1,-23.928615454824847,-49.66116447697119
goiandira,GO,1,-18.134085496238615,-48.08697191028651
godoy moreira,PR,1,-24.194417006485597,-51.92476732459786
graccho cardoso,SE,1,-10.22917261887537,-37.19691670316733
governador mangabeira,BA,1,-12.601161055340533,-39.04582470442742
governador eugenio barros,MA,1,-5.325737636004153,-44.23392915467154
governador dix-sept rosado,RN,1,-5.450871034590359,-37.524499346387095
gongogi,BA,1,-14.324173723619397,-39.46617528490307
fortaleza dos valos,RS,1,-28.79633961671801,-53.228372219872426
sao jose do ribeirao,RJ,1,-22.204999999999927,-42.39805999999993
sao jose do piaui,PI,1,-6.863954787217288,-41.47791545632816
sao jose do inhacora,RS,1,-28.12096312877113,-54.049455762915116
sao jose do divino,PI,1,-11.145745319399758,-41.60945093479447
sao jose do divino,MG,1,-11.145745319399758,-41.60945093479447
sao jose do campestre,RN,1,-6.319450820178444,-35.71115049051256
galia,SP,1,-22.29283798246839,-49.550428093596786
gabriel monteiro,SP,1,-21.530165206856104,-50.55255132432654
frutuoso gomes,RN,1,-6.160260776209854,-37.84142954570843
frei rogerio,SC,1,-27.176183584357766,-50.80152181447459
frei lagonegro,MG,1,-18.168896360988477,-42.76707455699983
frei gaspar,MG,1,-18.072821160182723,-41.48887756040024
garruchos,RS,1,-28.185559646953863,-55.63986294958386
galvao,SC,1,-26.45540159147402,-52.688055890561294
galinhos,RN,1,-5.098020278737214,-36.2418210711995
flora rica,SP,1,-21.67684997043302,-51.38098148948543
sao lourenco do piaui,PI,1,-9.169084034367527,-42.544389853520286
sao jose dos cordeiros,PB,1,-7.40166930885011,-36.816975847308434
sao jose do xingu,MT,1,-10.797265494155289,-52.7342246444891
sao jose do serido,RN,1,-6.44890279153824,-36.87879880847374
formoso,GO,1,-14.307686328885442,-47.55366130182939
formosa do oeste,PR,1,-24.296024477069246,-53.3145970174448
formosa da serra negra,MA,1,-6.440041398536376,-46.18858062799542
fontoura xavier,RS,1,-28.982392689696933,-52.35025217861466
fonseca,MG,1,-20.16159337477424,-43.300652944075374
florinia,SP,1,-22.90210659815283,-50.72704172372592
florida,PR,1,-23.088223660237787,-51.955043357091284
francisco santos,PI,1,-6.99478880729175,-41.1348528014581
francisco dantas,RN,1,-6.088209887664519,-38.12419122933705
foz do jordao,PR,1,-25.736009395185206,-52.11824339750997
fortim,CE,1,-4.454570033119691,-37.805706528898135
filadelfia,BA,1,-9.040825807536336,-43.81338291243837
ferreiros,PE,1,-7.448871730182632,-35.2428143293147
fernao,SP,1,-22.360283995020488,-49.52102141266443
fenix,PR,1,-23.91581721419887,-51.97921936801934
feliz natal,MT,1,-12.375897314455678,-54.92875189573693
felixlandia,MG,1,-18.770881339001352,-44.97164233425584
felisburgo,MG,1,-16.6419634086352,-40.76032202381983
sao mateus de minas,MG,1,-22.707410124912013,-46.03526215592884
sao martinho,RS,1,-26.35680831712217,-51.4611747794655
sao mamede,PB,1,-6.927411061854054,-37.096777820433296
sao luiz do norte,GO,1,-14.86324516749846,-49.32859487672178
floresta do araguaia,PA,1,-7.5595401444756405,-49.697682354193695
flores de goias,GO,1,-14.489043559652542,-46.989502830620346
flores,PE,1,-6.941127039032798,-38.1448089202905
flores,CE,1,-6.941127039032798,-38.1448089202905
florania,RN,1,-6.1248317743116285,-36.81401045099459
fagundes,PB,1,-7.358715893295886,-35.785397336554574
ewbank da camara,MG,1,-21.551070403785488,-43.51210116740571
eugenio de castro,RS,1,-28.52758954977506,-54.145959600405654
euclides da cunha paulista,SP,1,-22.570621771379255,-52.3908216193817
estrela velha,RS,1,-29.18289731306814,-53.15935202877898
estrela do sul,MG,1,-18.741282890204708,-47.70192478146414
sao patricio,GO,1,-15.350684947467316,-49.81923618621308
sao nicolau,RS,1,-28.185019434747986,-55.26145184364718
sao miguel do anta,MG,1,-20.719422355699994,-42.7157808218408
sao miguel do aleixo,SE,1,-10.386074758058108,-37.37878589064772
sao miguel das matas,BA,1,-13.047656931762493,-39.45439400184948
felipe guerra,RN,1,-5.582167743425332,-37.70055965400177
felicio dos santos,MG,1,-18.078679395852483,-43.24697607970553
faxinalzinho,RS,1,-27.42176863536326,-52.67502180601173
fatima,TO,1,-10.676815781372552,-43.55780578744351
farol,PR,1,-24.095231428626477,-52.62324187707923
engenheiro navarro,MG,1,-17.285226031673837,-43.95009843574897
engenheiro balduino,SP,1,-20.68326474868028,-49.689783118793244
emilianopolis,SP,1,-21.830441063754055,-51.48314002332803
sao rafael,RN,1,-5.803201126604432,-36.8862373339404
sao pedro do sul,RS,1,-29.554610604083763,-54.21123284419048
sao pedro do iguacu,PR,1,-24.91407193493534,-53.88664990907251
sao pedro do butia,RS,1,-28.12459813786746,-54.89342720738442
sao pedro da agua branca,MA,1,-5.076683891323354,-48.41881401577945
esperantina,TO,1,-4.628067442180093,-45.38804282414779
esmeralda,RS,1,-28.056984961059428,-51.189563260380716
erval grande,RS,1,-27.39264336017934,-52.56908602358116
erico cardoso,BA,1,-13.41924902264324,-42.12973839960764
erere,CE,1,-6.031735490122187,-38.34898110650219
erebango,RS,1,-27.85525362750013,-52.30090590669332
epitaciolandia,AC,1,-11.020952868213916,-68.72939233608
estiva,MG,1,-22.463444083564244,-46.017184408328234
dom cavati,MG,1,-19.378011858969515,-42.10845895356205
sao sebastiao do rio verde,MG,1,-22.218792498885527,-44.97777633323917
sao sebastiao de campos,RJ,1,-20.757345182143844,-49.88184551275958
sao sebastiao da amoreira,PR,1,-23.465016816917828,-50.76104049163858
sao sebastiao,AL,1,-23.224374108301888,-45.161416231143846
duere,TO,1,-11.341387440445823,-49.2668578885991
duas barras,RJ,1,-22.05306144446236,-42.51879810630607
doutor ulysses,PR,1,-24.57013737226684,-49.41848964973485
doutor mauricio cardoso,RS,1,-27.5070096083414,-54.36392860570992
doutor camargo,PR,1,-23.554679682240632,-52.21848836159882
douradina,PR,1,-22.712174454419866,-53.9492138833527
dores de guanhaes,MG,1,-19.05428144842279,-42.92455109127554
embauba,SP,1,-20.981733364876824,-48.83640240018734
elisiario,SP,1,-21.169210700818567,-49.10985805938253
eldorado,MS,1,-24.153288852954624,-51.194610823414266
entre folhas,MG,1,-19.624980498566174,-42.230217164314936
dezesseis de novembro,RS,1,-28.224737142759942,-55.050531492753265
desterro do melo,MG,1,-21.148926512528384,-43.51364099878391
desterro de entre rios,MG,1,-20.658745791585076,-44.32897013371234
desterro,PB,1,-7.289328572200058,-37.08906656945403
desembargador otoni,MG,1,-17.69660993683053,-43.33178079572376
sao vicente ferrer,MA,1,-5.245523398352013,-40.18518734460703
sao tome,RN,1,-14.754854748183691,-44.33224704371871
dois riachos,AL,1,-9.387081056889096,-37.08918597630651
divisa nova,MG,1,-21.509389838971853,-46.1970184515056
divinopolis do tocantins,TO,1,-9.800885904257983,-49.215057616062104
divinopolis de goias,GO,1,-13.286608875471481,-46.41396413522938
divino de sao lourenco,ES,1,-20.611673656847113,-41.69466502754654
divino das laranjeiras,MG,1,-18.862878662368132,-41.516575297356084
divinesia,MG,1,-20.989541350921062,-43.005234673615774
dona emma,SC,1,-26.98701260775066,-49.72814449754168
dom macedo costa,BA,1,-12.906137934124084,-39.192076256892555
cristinapolis,SE,1,-11.477031075456559,-37.755925805326065
satiro dias,BA,1,-11.605014606657434,-38.5830938190747
sarutaia,SP,1,-23.274627877633094,-49.47703188494938
sardoa,MG,1,-18.781920225896094,-42.36724227806817
sapucaia,MG,1,-16.262501037750855,-44.938060475087696
cruzeiro do iguacu,PR,1,-25.600927226899742,-53.12348312867223
curralinho,PA,1,-1.813813529228985,-49.79649724588802
curral de cima,PB,1,-6.718979212776461,-35.26602567205188
cupira,PE,1,-8.610039861901058,-35.95290294383694
cujubim,RO,1,-9.361950110987792,-62.58354994761002
demerval lobao,PI,1,-5.358004775824459,-42.676658416077125
delfim moreira,MG,1,-22.506465902168443,-45.27704785019872
datas,MG,1,-18.44727257487323,-43.6588713705723
curvelandia,MT,1,-15.612737718346427,-57.91708197566089
diorama,GO,1,-16.234017407589523,-51.25809525639148
diamante d oeste,PR,1,-24.942648190021544,-54.103996701861185
correntes,PE,1,-9.130222956872599,-36.328720148830016
corrego fundo,MG,1,-20.44901327037124,-45.55536784616868
corrego danta,MG,1,-19.82452943769596,-45.90600533483145
senador cortes,MG,1,-21.804296451189625,-42.945876656304065
senador amaral,MG,1,-22.587244561876126,-46.177097296979696
selbach,RS,1,-28.630116022225685,-52.954191678007035
segredo,RS,1,-29.334054626519027,-52.97154232089777
sede alvorada,PR,1,-24.82693999999998,-53.646109999999965
sebastiao leal,PI,1,-7.570047212577284,-44.063227109671274
saubara,BA,1,-12.743405333736474,-38.76874492304449
cravolandia,BA,1,-13.3584118622779,-39.81355286628127
cotipora,RS,1,-28.992884100689835,-51.697536286334795
cotegipe,BA,1,-11.986619531975505,-44.25769307175943
crucilandia,MG,1,-20.394547557885957,-44.33878261226263
crominia,GO,1,-17.28903223581148,-49.37533402471243
croata,CE,1,-4.406674141230664,-40.90113462857332
coqueiros do sul,RS,1,-28.118553226627522,-52.78245270110114
contenda,PR,1,-25.679134708289812,-49.53535670561776
constantina,RS,1,-27.73224275334704,-52.995015986814785
serio,RS,1,-29.384209931797926,-52.270944085626844
sento se,BA,1,-9.743372912976032,-41.86929985961934
senhora dos remedios,MG,1,-21.0303632235979,-43.58426088487572
senador salgado filho,RS,1,-28.0257982976049,-54.54445219094282
senador jose porfirio,PA,1,-2.615753501785348,-51.936138246790165
coronel sapucaia,MS,1,-23.271444714392516,-55.530243298699155
coronel pacheco,MG,1,-21.593698960032746,-43.27374596923992
coronel murta,MG,1,-16.61347117209926,-42.182577574266176
coronel martins,SC,1,-26.51197406846876,-52.66907658962485
coronel joao pessoa,RN,1,-6.265689093152236,-38.44126594152204
coronel freitas,SC,1,-26.906928051000563,-52.70313049471359
coronel domingos soares,PR,1,-26.22369095050902,-52.0300007182353
corumbatai do sul,PR,1,-24.101029121105753,-52.11709725331264
conceicao do caninde,PI,1,-7.903116545431383,-41.56501653036158
conceicao do almeida,BA,1,-12.778657206588948,-39.167317707766905
serra dos dourados,PR,1,-23.619535425600905,-53.38212068195976
serra do salitre,MG,1,-19.111238303576517,-46.68169552127703
serra branca,PB,1,-7.494554491157478,-36.67626659145202
serra bonita,MG,1,-15.214249489419505,-46.81573874501741
serra azul,SP,1,-20.703061812313546,-45.9988411635334
conselheiro mairinck,PR,1,-23.623575885991006,-50.1692756320779
conrado,RJ,1,-22.546568160435157,-43.57884543837606
conquista doeste,MT,1,-14.551121886390101,-59.53240343967293
confins,MG,1,-19.63356602459755,-43.985429700271446
condeuba,BA,1,-14.89994608455309,-41.96984407904907
corguinho,MS,1,-19.816403912349053,-54.884712080029566
coreau,CE,1,-3.565085492206122,-40.66259663868692
cordeiros,BA,1,-15.039252005168535,-41.93432529834638
